"target_intervention","study_ID","effect_size_ID","intervention_treatment_ID","control_treatment_ID","author","year","title","DOI","abstract","taxon_common","taxon_other","taxon_scientific","rank_of_taxon_scientific","life_stage","functional_group","sampling_method","sampling_details","intervention_level_1","intervention_level_2","intervention_level_3","description_of_intervention","control_type_level_1","control_type_level_2","author_definition_of_control","description_of_control
-> note to self: use the descriptions here to refine and check the typologies used for 'control_type' - have a look after 10ish extractions.","bd_metric_type","bd_metric","bd_metric_unit","effect_size_or_mean","bd_error_metric","i_bd_mean","i_bd_error_value","i_bd_error_range_l","i_bd_error_range_u","i_sample_size","i_number_of_sampling_units","i_sampling_effort","i_sampling_effort_unit","c_bd_mean","c_bd_error_value","c_bd_error_range_l","c_bd_error_range_u","c_sample_size","c_number_of_sampling_units","c_sampling_effort","c_sampling_effort_unit","pvalue","extracted_from","intervention_size_sqm","intervention_size_description","scale_of_intervention","i_months_since_establishment","c_months_since_establishment","intervention_proximity_weight","data_source","exptl_design","evidence_type","literature_type","location","country","climate","latitude","longitude","geographic_proximity_weight","land_use_context_ur","land_use_context_details","ease_of_extraction","eps_i","eps_c","i_bd_mean_adj","c_bd_mean_adj","yi","vi"
"plant_flowers",206,"ED_WS_GS_oilseed_within_Ground_abu","wildflower strip_oilseed","glass strip_oilseed","Pollier, Tricault, Plantegenest, Bischoff",2019,"Sowing of margin strips rich in floral resources improves herbivore
control in adjacent crop fields","https://doi-org.iclibezp1.cc.ic.ac.uk/10.1111/afe.12339","1 Field margin vegetation provides resources for natural enemies of crop herbivores.
Thus,thedesignofplantmixturesimprovingresourceprovisioningisbeingdiscussed
increasingly withrespect toimproving herbivore control.
2 Wesetupafieldexperimenttoassesstheeffectof(i)awildflowerstripoptimizedfor
nectar provisioning; (ii) a grass strip and (iii) spontaneous vegetation on herbivore
regulation in oilseed rape and wheat. We also analyzed the attractiveness of plant
species tonatural enemies.
3 The cover of flowering entomophilous plant species as a proxy of floral resource
provisioning was twice as high in wildflower strips compared with the other strip
treatments.Naturalenemydensitieswerehigherwithinandclosetowildflowerstrips
in the field. A corresponding effect on aphid predation and aphid infestation was
observed. Significant negative correlations between natural enemy abundance in the
margin and aphid infestation in the fields supported a causal relationship. The sown
wildflower strip species were more attractive to natural enemies than spontaneous
vegetation.
4 The results of the present study demonstrate that improved nectar provisioning
increased the predation and parasitism of crop herbivores. Further research on the
spatio-temporal dynamics of interactions is needed to determine why not all crop
herbivores respond toanincrease of natural enemies infield margins.","beetles - ground beetles","carnivorous ground beetles",NA,"species","not specified","natural enemies","pitfall trap","pitfall trap","Green_habitat","Increase_flowers","Wildflower strips","""a wildflower strip mixture (WS) with 30 flowering vascular plant species (see Supporting information, Table S1) optimized for the amount and period of nectar production (apart from nectar provisioning, the life cycle was considered to select plant species; annuals, biennials and perennials were included to guarantee a sufficient cover in the first and subsequent years and to avoid expensive re-sowing)""","green - low diversity","improved pasture","commercial grass strip mixture","""a commercial grass strip mixture (GS) with the perennial grasses Lolium perenne (28%) and Festuca arundinacea (72%), which is a typical combination used in France to protect water bodies from pesticide and fertilizer run-off""","abundance","abundance",NA,"mean","standard error",10.21276596,8.253161216,NA,NA,8,"8",80,"plants/strip",5.47112462,3.610758032,NA,NA,8,"8",80,"plants/strip","p<0.05","Fig. 2","90","30m*3m","medium (3)","1~3","1~3","needs some modification","estimated","Randomised control trial (2)","experimental","peer-reviewed","Maine-et-Loire and Ille-et-Vilaine","France","temperate (C)",NA,NA,"similar biome/climate - Europe","rural","farmland","moderate (2)",0.3,0.144,10.21276596,5.47112462,0.624154309334105,0.136077097496899
"plant_flowers",206,"ED_WS_SV_oilseed_5m_Ground_abu","wildflower strip_oilseed","spontaneous veg_oilseed","Pollier, Tricault, Plantegenest, Bischoff",2019,"Sowing of margin strips rich in floral resources improves herbivore
control in adjacent crop fields","https://doi-org.iclibezp1.cc.ic.ac.uk/10.1111/afe.12340","1 Field margin vegetation provides resources for natural enemies of crop herbivores.
Thus,thedesignofplantmixturesimprovingresourceprovisioningisbeingdiscussed
increasingly withrespect toimproving herbivore control.
2 Wesetupafieldexperimenttoassesstheeffectof(i)awildflowerstripoptimizedfor
nectar provisioning; (ii) a grass strip and (iii) spontaneous vegetation on herbivore
regulation in oilseed rape and wheat. We also analyzed the attractiveness of plant
species tonatural enemies.
3 The cover of flowering entomophilous plant species as a proxy of floral resource
provisioning was twice as high in wildflower strips compared with the other strip
treatments.Naturalenemydensitieswerehigherwithinandclosetowildflowerstrips
in the field. A corresponding effect on aphid predation and aphid infestation was
observed. Significant negative correlations between natural enemy abundance in the
margin and aphid infestation in the fields supported a causal relationship. The sown
wildflower strip species were more attractive to natural enemies than spontaneous
vegetation.
4 The results of the present study demonstrate that improved nectar provisioning
increased the predation and parasitism of crop herbivores. Further research on the
spatio-temporal dynamics of interactions is needed to determine why not all crop
herbivores respond toanincrease of natural enemies infield margins.","beetles - ground beetles","carnivorous ground beetles",NA,"species","not specified","natural enemies","pitfall trap","pitfall trap","Green_habitat","Increase_flowers","Wildflower strips","""a wildflower strip mixture (WS) with 30 flowering vascular plant species (see Supporting information, Table S1) optimized for the amount and period of nectar production (apart from nectar provisioning, the life cycle was considered to select plant species; annuals, biennials and perennials were included to guarantee a sufficient cover in the first and subsequent years and to avoid expensive re-sowing)""","green - medium diversity","unimproved grassland","unsown control strip","""an unsown control strip allowing natural colonization by spontaneous vegetation (SV).""","abundance","abundance",NA,"mean","standard error",25.34954407,23.72783849,NA,NA,8,"8",80,"plants/strip",10.5775076,14.9588547,NA,NA,8,"8",80,"plants/strip","p<0.05","Fig. 2","90","30m*3m","medium (3)","1~3","1~3","needs some modification","estimated","Randomised control trial (2)","experimental","peer-reviewed","Maine-et-Loire and Ille-et-Vilaine","France","temperate (C)",NA,NA,"similar biome/climate - Europe","rural","farmland","moderate (2)",0.3,0.144,25.34954407,10.5775076,0.874030922353023,0.359518140743365
"plant_flowers",206,"ED_WS_GS_oilseed_5m_Ground_abu","wildflower strip_oilseed","glass strip_oilseed","Pollier, Tricault, Plantegenest, Bischoff",2019,"Sowing of margin strips rich in floral resources improves herbivore
control in adjacent crop fields","https://doi-org.iclibezp1.cc.ic.ac.uk/10.1111/afe.12341","1 Field margin vegetation provides resources for natural enemies of crop herbivores.
Thus,thedesignofplantmixturesimprovingresourceprovisioningisbeingdiscussed
increasingly withrespect toimproving herbivore control.
2 Wesetupafieldexperimenttoassesstheeffectof(i)awildflowerstripoptimizedfor
nectar provisioning; (ii) a grass strip and (iii) spontaneous vegetation on herbivore
regulation in oilseed rape and wheat. We also analyzed the attractiveness of plant
species tonatural enemies.
3 The cover of flowering entomophilous plant species as a proxy of floral resource
provisioning was twice as high in wildflower strips compared with the other strip
treatments.Naturalenemydensitieswerehigherwithinandclosetowildflowerstrips
in the field. A corresponding effect on aphid predation and aphid infestation was
observed. Significant negative correlations between natural enemy abundance in the
margin and aphid infestation in the fields supported a causal relationship. The sown
wildflower strip species were more attractive to natural enemies than spontaneous
vegetation.
4 The results of the present study demonstrate that improved nectar provisioning
increased the predation and parasitism of crop herbivores. Further research on the
spatio-temporal dynamics of interactions is needed to determine why not all crop
herbivores respond toanincrease of natural enemies infield margins.","beetles - ground beetles","carnivorous ground beetles",NA,"species","not specified","natural enemies","pitfall trap","pitfall trap","Green_habitat","Increase_flowers","Wildflower strips","""a wildflower strip mixture (WS) with 30 flowering vascular plant species (see Supporting information, Table S1) optimized for the amount and period of nectar production (apart from nectar provisioning, the life cycle was considered to select plant species; annuals, biennials and perennials were included to guarantee a sufficient cover in the first and subsequent years and to avoid expensive re-sowing)""","green - low diversity","improved pasture","commercial grass strip mixture","""a commercial grass strip mixture (GS) with the perennial grasses Lolium perenne (28%) and Festuca arundinacea (72%), which is a typical combination used in France to protect water bodies from pesticide and fertilizer run-off""","abundance","abundance",NA,"mean","standard error",25.34954407,23.72783849,NA,NA,8,"8",80,"plants/strip",13.49544073,11.34809667,NA,NA,8,"8",80,"plants/strip","p<0.05","Fig. 2","90","30m*3m","medium (3)","1~3","1~3","needs some modification","estimated","Randomised control trial (2)","experimental","peer-reviewed","Maine-et-Loire and Ille-et-Vilaine","France","temperate (C)",NA,NA,"similar biome/climate - Europe","rural","farmland","moderate (2)",0.3,0.144,25.34954407,13.49544073,0.630408839771927,0.197903823840268
"plant_flowers",206,"ED_WS_SV_oilseed_30m_Ground_abu","wildflower strip_oilseed","spontaneous veg_oilseed","Pollier, Tricault, Plantegenest, Bischoff",2019,"Sowing of margin strips rich in floral resources improves herbivore
control in adjacent crop fields","https://doi-org.iclibezp1.cc.ic.ac.uk/10.1111/afe.12342","1 Field margin vegetation provides resources for natural enemies of crop herbivores.
Thus,thedesignofplantmixturesimprovingresourceprovisioningisbeingdiscussed
increasingly withrespect toimproving herbivore control.
2 Wesetupafieldexperimenttoassesstheeffectof(i)awildflowerstripoptimizedfor
nectar provisioning; (ii) a grass strip and (iii) spontaneous vegetation on herbivore
regulation in oilseed rape and wheat. We also analyzed the attractiveness of plant
species tonatural enemies.
3 The cover of flowering entomophilous plant species as a proxy of floral resource
provisioning was twice as high in wildflower strips compared with the other strip
treatments.Naturalenemydensitieswerehigherwithinandclosetowildflowerstrips
in the field. A corresponding effect on aphid predation and aphid infestation was
observed. Significant negative correlations between natural enemy abundance in the
margin and aphid infestation in the fields supported a causal relationship. The sown
wildflower strip species were more attractive to natural enemies than spontaneous
vegetation.
4 The results of the present study demonstrate that improved nectar provisioning
increased the predation and parasitism of crop herbivores. Further research on the
spatio-temporal dynamics of interactions is needed to determine why not all crop
herbivores respond toanincrease of natural enemies infield margins.","beetles - ground beetles","carnivorous ground beetles",NA,"species","not specified","natural enemies","pitfall trap","pitfall trap","Green_habitat","Increase_flowers","Wildflower strips","""a wildflower strip mixture (WS) with 30 flowering vascular plant species (see Supporting information, Table S1) optimized for the amount and period of nectar production (apart from nectar provisioning, the life cycle was considered to select plant species; annuals, biennials and perennials were included to guarantee a sufficient cover in the first and subsequent years and to avoid expensive re-sowing)""","green - medium diversity","unimproved grassland","unsown control strip","""an unsown control strip allowing natural colonization by spontaneous vegetation (SV).""","abundance","abundance",NA,"mean","standard error",13.81818182,26.22723334,NA,NA,8,"8",80,"plants/strip",41.63636364,42.16927714,NA,NA,8,"8",80,"plants/strip","p<0.05","Fig. 2","90","30m*3m","medium (3)","1~3","1~3","needs some modification","estimated","Randomised control trial (2)","experimental","peer-reviewed","Maine-et-Loire and Ille-et-Vilaine","France","temperate (C)",NA,NA,"similar biome/climate - Europe","rural","farmland","moderate (2)",0.3,0.144,13.81818182,41.63636364,-1.10298866322367,0.578531919957211
"plant_flowers",206,"ED_WS_GS_oilseed_30m_Ground_abu","wildflower strip_oilseed","glass strip_oilseed","Pollier, Tricault, Plantegenest, Bischoff",2019,"Sowing of margin strips rich in floral resources improves herbivore
control in adjacent crop fields","https://doi-org.iclibezp1.cc.ic.ac.uk/10.1111/afe.12343","1 Field margin vegetation provides resources for natural enemies of crop herbivores.
Thus,thedesignofplantmixturesimprovingresourceprovisioningisbeingdiscussed
increasingly withrespect toimproving herbivore control.
2 Wesetupafieldexperimenttoassesstheeffectof(i)awildflowerstripoptimizedfor
nectar provisioning; (ii) a grass strip and (iii) spontaneous vegetation on herbivore
regulation in oilseed rape and wheat. We also analyzed the attractiveness of plant
species tonatural enemies.
3 The cover of flowering entomophilous plant species as a proxy of floral resource
provisioning was twice as high in wildflower strips compared with the other strip
treatments.Naturalenemydensitieswerehigherwithinandclosetowildflowerstrips
in the field. A corresponding effect on aphid predation and aphid infestation was
observed. Significant negative correlations between natural enemy abundance in the
margin and aphid infestation in the fields supported a causal relationship. The sown
wildflower strip species were more attractive to natural enemies than spontaneous
vegetation.
4 The results of the present study demonstrate that improved nectar provisioning
increased the predation and parasitism of crop herbivores. Further research on the
spatio-temporal dynamics of interactions is needed to determine why not all crop
herbivores respond toanincrease of natural enemies infield margins.","beetles - ground beetles","carnivorous ground beetles",NA,"species","larvae","natural enemies","pitfall trap","pitfall trap","Green_habitat","Increase_flowers","Wildflower strips","""a wildflower strip mixture (WS) with 30 flowering vascular plant species (see Supporting information, Table S1) optimized for the amount and period of nectar production (apart from nectar provisioning, the life cycle was considered to select plant species; annuals, biennials and perennials were included to guarantee a sufficient cover in the first and subsequent years and to avoid expensive re-sowing)""","green - low diversity","improved pasture","commercial grass strip mixture","""a commercial grass strip mixture (GS) with the perennial grasses Lolium perenne (28%) and Festuca arundinacea (72%), which is a typical combination used in France to protect water bodies from pesticide and fertilizer run-off""","abundance","abundance",NA,"mean","standard error",13.81818182,26.22723334,NA,NA,8,"8",80,"plants/strip",18.72727273,14.39926536,NA,NA,8,"8",80,"plants/strip","NS","Fig. 2","90","30m*3m","medium (3)","1~3","1~3","needs some modification","estimated","Randomised control trial (2)","experimental","peer-reviewed","Maine-et-Loire and Ille-et-Vilaine","France","temperate (C)",NA,NA,"similar biome/climate - Europe","rural","farmland","moderate (2)",0.3,0.144,13.81818182,18.72727273,-0.303995647957357,0.524211153510628
"plant_flowers",206,"ED_WS_SV_wheat_5m_larvae_abu","wildflower strip_wheat","spontaneous veg_wheat","Pollier, Tricault, Plantegenest, Bischoff",2019,"Sowing of margin strips rich in floral resources improves herbivore
control in adjacent crop fields","https://doi-org.iclibezp1.cc.ic.ac.uk/10.1111/afe.12344","1 Field margin vegetation provides resources for natural enemies of crop herbivores.
Thus,thedesignofplantmixturesimprovingresourceprovisioningisbeingdiscussed
increasingly withrespect toimproving herbivore control.
2 Wesetupafieldexperimenttoassesstheeffectof(i)awildflowerstripoptimizedfor
nectar provisioning; (ii) a grass strip and (iii) spontaneous vegetation on herbivore
regulation in oilseed rape and wheat. We also analyzed the attractiveness of plant
species tonatural enemies.
3 The cover of flowering entomophilous plant species as a proxy of floral resource
provisioning was twice as high in wildflower strips compared with the other strip
treatments.Naturalenemydensitieswerehigherwithinandclosetowildflowerstrips
in the field. A corresponding effect on aphid predation and aphid infestation was
observed. Significant negative correlations between natural enemy abundance in the
margin and aphid infestation in the fields supported a causal relationship. The sown
wildflower strip species were more attractive to natural enemies than spontaneous
vegetation.
4 The results of the present study demonstrate that improved nectar provisioning
increased the predation and parasitism of crop herbivores. Further research on the
spatio-temporal dynamics of interactions is needed to determine why not all crop
herbivores respond toanincrease of natural enemies infield margins.","beetles - other beetles","leaf beetle","Oulema sp.","species","larvae","natural enemies","pitfall trap","pitfall trap","Green_habitat","Increase_flowers","Wildflower strips","""a wildflower strip mixture (WS) with 30 flowering vascular plant species (see Supporting information, Table S1) optimized for the amount and period of nectar production (apart from nectar provisioning, the life cycle was considered to select plant species; annuals, biennials and perennials were included to guarantee a sufficient cover in the first and subsequent years and to avoid expensive re-sowing)""","green - medium diversity","unimproved grassland","unsown control strip","""an unsown control strip allowing natural colonization by spontaneous vegetation (SV).""","abundance","abundance","number of individuals observed","mean","standard error",1.082386364,1.711519822,NA,NA,8,"8",80,"plants/strip",0.792613636,1.566884345,NA,NA,8,"8",80,"plants/strip","NS","Fig. 3","90","30m*3m","medium (3)","15","15","needs some modification","estimated","Randomised control trial (2)","experimental","peer-reviewed","Maine-et-Loire and Ille-et-Vilaine","France","temperate (C)",NA,NA,"similar biome/climate - Europe","rural","farmland","moderate (2)",0.3,0.144,1.082386364,0.792613636,0.311587594100075,0.801038405149764
"plant_flowers",206,"ED_WS_GS_wheat_5m_larvae_abu","wildflower strip_wheat","glass strip_wheat","Pollier, Tricault, Plantegenest, Bischoff",2019,"Sowing of margin strips rich in floral resources improves herbivore
control in adjacent crop fields","https://doi-org.iclibezp1.cc.ic.ac.uk/10.1111/afe.12345","1 Field margin vegetation provides resources for natural enemies of crop herbivores.
Thus,thedesignofplantmixturesimprovingresourceprovisioningisbeingdiscussed
increasingly withrespect toimproving herbivore control.
2 Wesetupafieldexperimenttoassesstheeffectof(i)awildflowerstripoptimizedfor
nectar provisioning; (ii) a grass strip and (iii) spontaneous vegetation on herbivore
regulation in oilseed rape and wheat. We also analyzed the attractiveness of plant
species tonatural enemies.
3 The cover of flowering entomophilous plant species as a proxy of floral resource
provisioning was twice as high in wildflower strips compared with the other strip
treatments.Naturalenemydensitieswerehigherwithinandclosetowildflowerstrips
in the field. A corresponding effect on aphid predation and aphid infestation was
observed. Significant negative correlations between natural enemy abundance in the
margin and aphid infestation in the fields supported a causal relationship. The sown
wildflower strip species were more attractive to natural enemies than spontaneous
vegetation.
4 The results of the present study demonstrate that improved nectar provisioning
increased the predation and parasitism of crop herbivores. Further research on the
spatio-temporal dynamics of interactions is needed to determine why not all crop
herbivores respond toanincrease of natural enemies infield margins.","beetles - other beetles","leaf beetle","Oulema sp.","species","larvae","natural enemies","pitfall trap","pitfall trap","Green_habitat","Increase_flowers","Wildflower strips","""a wildflower strip mixture (WS) with 30 flowering vascular plant species (see Supporting information, Table S1) optimized for the amount and period of nectar production (apart from nectar provisioning, the life cycle was considered to select plant species; annuals, biennials and perennials were included to guarantee a sufficient cover in the first and subsequent years and to avoid expensive re-sowing)""","green - low diversity","improved pasture","commercial grass strip mixture","""a commercial grass strip mixture (GS) with the perennial grasses Lolium perenne (28%) and Festuca arundinacea (72%), which is a typical combination used in France to protect water bodies from pesticide and fertilizer run-off""","abundance","abundance","number of individuals observed","mean","standard error",1.082386364,1.711519822,NA,NA,8,"8",80,"plants/strip",0.792613636,1.590990258,NA,NA,8,"8",80,"plants/strip","NS","Fig. 3","90","30m*3m","medium (3)","15","15","needs some modification","estimated","Randomised control trial (2)","experimental","peer-reviewed","Maine-et-Loire and Ille-et-Vilaine","France","temperate (C)",NA,NA,"similar biome/climate - Europe","rural","farmland","moderate (2)",0.3,0.144,1.082386364,0.792613636,0.311587594100075,0.81618466485315
"plant_flowers",206,"ED_WS_SV_wheat_30m_larvae_abu","wildflower strip_wheat","spontaneous veg_wheat","Pollier, Tricault, Plantegenest, Bischoff",2019,"Sowing of margin strips rich in floral resources improves herbivore
control in adjacent crop fields","https://doi-org.iclibezp1.cc.ic.ac.uk/10.1111/afe.12346","1 Field margin vegetation provides resources for natural enemies of crop herbivores.
Thus,thedesignofplantmixturesimprovingresourceprovisioningisbeingdiscussed
increasingly withrespect toimproving herbivore control.
2 Wesetupafieldexperimenttoassesstheeffectof(i)awildflowerstripoptimizedfor
nectar provisioning; (ii) a grass strip and (iii) spontaneous vegetation on herbivore
regulation in oilseed rape and wheat. We also analyzed the attractiveness of plant
species tonatural enemies.
3 The cover of flowering entomophilous plant species as a proxy of floral resource
provisioning was twice as high in wildflower strips compared with the other strip
treatments.Naturalenemydensitieswerehigherwithinandclosetowildflowerstrips
in the field. A corresponding effect on aphid predation and aphid infestation was
observed. Significant negative correlations between natural enemy abundance in the
margin and aphid infestation in the fields supported a causal relationship. The sown
wildflower strip species were more attractive to natural enemies than spontaneous
vegetation.
4 The results of the present study demonstrate that improved nectar provisioning
increased the predation and parasitism of crop herbivores. Further research on the
spatio-temporal dynamics of interactions is needed to determine why not all crop
herbivores respond toanincrease of natural enemies infield margins.","beetles - other beetles","leaf beetle","Oulema sp.","species","larvae","natural enemies","pitfall trap","pitfall trap","Green_habitat","Increase_flowers","Wildflower strips","""a wildflower strip mixture (WS) with 30 flowering vascular plant species (see Supporting information, Table S1) optimized for the amount and period of nectar production (apart from nectar provisioning, the life cycle was considered to select plant species; annuals, biennials and perennials were included to guarantee a sufficient cover in the first and subsequent years and to avoid expensive re-sowing)""","green - medium diversity","unimproved grassland","unsown control strip","""an unsown control strip allowing natural colonization by spontaneous vegetation (SV).""","abundance","abundance","number of individuals observed","mean","standard error",1.393162393,1.958141855,NA,NA,8,"8",80,"plants/strip",2.102564103,2.103189402,NA,NA,8,"8",80,"plants/strip","NS","Fig. 3","90","30m*3m","medium (3)","15","15","needs some modification","estimated","Randomised control trial (2)","experimental","peer-reviewed","Maine-et-Loire and Ille-et-Vilaine","France","temperate (C)",NA,NA,"similar biome/climate - Europe","rural","farmland","moderate (2)",0.3,0.144,1.393162393,2.102564103,-0.411581335449482,0.372016285339374
"plant_flowers",206,"ED_WS_GS_wheat_30m_larvae_abu","wildflower strip_wheat","glass strip_wheat","Pollier, Tricault, Plantegenest, Bischoff",2019,"Sowing of margin strips rich in floral resources improves herbivore
control in adjacent crop fields","https://doi-org.iclibezp1.cc.ic.ac.uk/10.1111/afe.12347","1 Field margin vegetation provides resources for natural enemies of crop herbivores.
Thus,thedesignofplantmixturesimprovingresourceprovisioningisbeingdiscussed
increasingly withrespect toimproving herbivore control.
2 Wesetupafieldexperimenttoassesstheeffectof(i)awildflowerstripoptimizedfor
nectar provisioning; (ii) a grass strip and (iii) spontaneous vegetation on herbivore
regulation in oilseed rape and wheat. We also analyzed the attractiveness of plant
species tonatural enemies.
3 The cover of flowering entomophilous plant species as a proxy of floral resource
provisioning was twice as high in wildflower strips compared with the other strip
treatments.Naturalenemydensitieswerehigherwithinandclosetowildflowerstrips
in the field. A corresponding effect on aphid predation and aphid infestation was
observed. Significant negative correlations between natural enemy abundance in the
margin and aphid infestation in the fields supported a causal relationship. The sown
wildflower strip species were more attractive to natural enemies than spontaneous
vegetation.
4 The results of the present study demonstrate that improved nectar provisioning
increased the predation and parasitism of crop herbivores. Further research on the
spatio-temporal dynamics of interactions is needed to determine why not all crop
herbivores respond toanincrease of natural enemies infield margins.","beetles - other beetles","leaf beetle","Oulema sp.","species","larvae","natural enemies","pitfall trap","pitfall trap","Green_habitat","Increase_flowers","Wildflower strips","""a wildflower strip mixture (WS) with 30 flowering vascular plant species (see Supporting information, Table S1) optimized for the amount and period of nectar production (apart from nectar provisioning, the life cycle was considered to select plant species; annuals, biennials and perennials were included to guarantee a sufficient cover in the first and subsequent years and to avoid expensive re-sowing)""","green - low diversity","improved pasture","commercial grass strip mixture","""a commercial grass strip mixture (GS) with the perennial grasses Lolium perenne (28%) and Festuca arundinacea (72%), which is a typical combination used in France to protect water bodies from pesticide and fertilizer run-off""","abundance","abundance","number of individuals observed","mean","standard error",1.393162393,1.958141855,NA,NA,8,"8",80,"plants/strip",0.683760684,1.039507406,NA,NA,8,"8",80,"plants/strip","NS","Fig. 3","90","30m*3m","medium (3)","15","15","needs some modification","estimated","Randomised control trial (2)","experimental","peer-reviewed","Maine-et-Loire and Ille-et-Vilaine","France","temperate (C)",NA,NA,"similar biome/climate - Europe","rural","farmland","moderate (2)",0.3,0.144,1.393162393,0.683760684,0.711723565666316,0.535848175160427
"plant_flowers",206,"ED_WS_SV_wheat_within_Aphid_abu","wildflower strip_wheat","spontaneous veg_wheat","Pollier, Tricault, Plantegenest, Bischoff",2019,"Sowing of margin strips rich in floral resources improves herbivore
control in adjacent crop fields","https://doi-org.iclibezp1.cc.ic.ac.uk/10.1111/afe.12348","1 Field margin vegetation provides resources for natural enemies of crop herbivores.
Thus,thedesignofplantmixturesimprovingresourceprovisioningisbeingdiscussed
increasingly withrespect toimproving herbivore control.
2 Wesetupafieldexperimenttoassesstheeffectof(i)awildflowerstripoptimizedfor
nectar provisioning; (ii) a grass strip and (iii) spontaneous vegetation on herbivore
regulation in oilseed rape and wheat. We also analyzed the attractiveness of plant
species tonatural enemies.
3 The cover of flowering entomophilous plant species as a proxy of floral resource
provisioning was twice as high in wildflower strips compared with the other strip
treatments.Naturalenemydensitieswerehigherwithinandclosetowildflowerstrips
in the field. A corresponding effect on aphid predation and aphid infestation was
observed. Significant negative correlations between natural enemy abundance in the
margin and aphid infestation in the fields supported a causal relationship. The sown
wildflower strip species were more attractive to natural enemies than spontaneous
vegetation.
4 The results of the present study demonstrate that improved nectar provisioning
increased the predation and parasitism of crop herbivores. Further research on the
spatio-temporal dynamics of interactions is needed to determine why not all crop
herbivores respond toanincrease of natural enemies infield margins.","aphids","cereal aphids","Sitobion avenae and Metopolophium dirhodum","species","adults","pests","timed point observations","""In each wheat field and for each sampling date, 50 randomly chosen tillers per distance were observed. Cereal leaf beetles (Oulema sp., larvae), cereal aphids (dominant species: Sitobion avenae and Metopolophium dirhodum), aphid mummies, parasitoids, ladybugs (adults and larvae) and hoverflies (adults and larvae) were counted on each tiller.""","Green_habitat","Increase_flowers","Wildflower strips","""a wildflower strip mixture (WS) with 30 flowering vascular plant species (see Supporting information, Table S1) optimized for the amount and period of nectar production (apart from nectar provisioning, the life cycle was considered to select plant species; annuals, biennials and perennials were included to guarantee a sufficient cover in the first and subsequent years and to avoid expensive re-sowing)""","green - medium diversity","unimproved grassland","unsown control strip","""an unsown control strip allowing natural colonization by spontaneous vegetation (SV).""","abundance","abundance","number of individuals observed","mean","standard error",35.04273504,20.54840219,NA,NA,8,"8",80,"plants/strip",71.79487179,90.65471553,NA,NA,8,"8",80,"plants/strip","NS","Fig. 3","90","30m*3m","medium (3)","15","15","needs some modification","estimated","Randomised control trial (2)","experimental","peer-reviewed","Maine-et-Loire and Ille-et-Vilaine","France","temperate (C)",NA,NA,"similar biome/climate - Europe","rural","farmland","moderate (2)",0.3,0.144,35.04273504,71.79487179,-0.717244732149198,0.242278838226968
"plant_flowers",206,"ED_WS_GS_wheat_within_Aphid_abu","wildflower strip_wheat","glass strip_wheat","Pollier, Tricault, Plantegenest, Bischoff",2019,"Sowing of margin strips rich in floral resources improves herbivore
control in adjacent crop fields","https://doi-org.iclibezp1.cc.ic.ac.uk/10.1111/afe.12349","1 Field margin vegetation provides resources for natural enemies of crop herbivores.
Thus,thedesignofplantmixturesimprovingresourceprovisioningisbeingdiscussed
increasingly withrespect toimproving herbivore control.
2 Wesetupafieldexperimenttoassesstheeffectof(i)awildflowerstripoptimizedfor
nectar provisioning; (ii) a grass strip and (iii) spontaneous vegetation on herbivore
regulation in oilseed rape and wheat. We also analyzed the attractiveness of plant
species tonatural enemies.
3 The cover of flowering entomophilous plant species as a proxy of floral resource
provisioning was twice as high in wildflower strips compared with the other strip
treatments.Naturalenemydensitieswerehigherwithinandclosetowildflowerstrips
in the field. A corresponding effect on aphid predation and aphid infestation was
observed. Significant negative correlations between natural enemy abundance in the
margin and aphid infestation in the fields supported a causal relationship. The sown
wildflower strip species were more attractive to natural enemies than spontaneous
vegetation.
4 The results of the present study demonstrate that improved nectar provisioning
increased the predation and parasitism of crop herbivores. Further research on the
spatio-temporal dynamics of interactions is needed to determine why not all crop
herbivores respond toanincrease of natural enemies infield margins.","aphids","cereal aphids","Sitobion avenae and Metopolophium dirhodum","species","adults","pests","timed point observations","""In each wheat field and for each sampling date, 50 randomly chosen tillers per distance were observed. Cereal leaf beetles (Oulema sp., larvae), cereal aphids (dominant species: Sitobion avenae and Metopolophium dirhodum), aphid mummies, parasitoids, ladybugs (adults and larvae) and hoverflies (adults and larvae) were counted on each tiller.""","Green_habitat","Increase_flowers","Wildflower strips","""a wildflower strip mixture (WS) with 30 flowering vascular plant species (see Supporting information, Table S1) optimized for the amount and period of nectar production (apart from nectar provisioning, the life cycle was considered to select plant species; annuals, biennials and perennials were included to guarantee a sufficient cover in the first and subsequent years and to avoid expensive re-sowing)""","green - low diversity","improved pasture","commercial grass strip mixture","""a commercial grass strip mixture (GS) with the perennial grasses Lolium perenne (28%) and Festuca arundinacea (72%), which is a typical combination used in France to protect water bodies from pesticide and fertilizer run-off""","abundance","abundance","number of individuals observed","mean","standard error",35.04273504,20.54840219,NA,NA,8,"8",80,"plants/strip",28.63247863,20.54840219,NA,NA,8,"8",80,"plants/strip","NS","Fig. 3","90","30m*3m","medium (3)","15","15","needs some modification","estimated","Randomised control trial (2)","experimental","peer-reviewed","Maine-et-Loire and Ille-et-Vilaine","France","temperate (C)",NA,NA,"similar biome/climate - Europe","rural","farmland","moderate (2)",0.3,0.144,35.04273504,28.63247863,0.202026627881805,0.107359963427907
